Entidad,Municipio,Subdelegacion,Clues,Tipo,Nombre,Nivel,Situacion,Latitud,Longitud,Tipo Vialidad,Vialidad,Numero,Tipo Asentamiento,Asentamiento,CP,Direccion Completa,Nombre Completo
Coahuila,General Cepeda,Coahuila,CLIST000222,Consultorio de Atención Familiar,General Cepeda,Primer Nivel,Convenio,25.3771,-101.4742,Calle,Guadalupe Victoria,S/N,Colonia,Centro,25950,"Calle Guadalupe Victoria S/N, Colonia Centro, General Cepeda, Coahuila, CP. 25950",CAF General Cepeda
Coahuila,Saltillo,Coahuila,CLIST000275,Consultorio de Atención Familiar,UH. FOVISSSTE Chapultepec,Primer Nivel,En Proceso de Regularización,25.3993,-100.9972,Calle,Alfonso Reyes,S/N,Fraccionamiento,Chapultepec,25050,"Calle Alfonso Reyes S/N, Fraccionamiento Chapultepec, Saltillo, Coahuila, CP. 25050",CAF UH. FOVISSSTE Chapultepec
Coahuila,Saltillo,Coahuila,CLIST000292,Consultorio de Atención Familiar,UHF. Lomas del Bosque,Primer Nivel,En Proceso de Regularización,25.4222,-100.9338,Calle,Alamos,S/N,Colonia,Lomas Del Bosque,25010,"Calle Alamos S/N, Colonia Lomas Del Bosque, Saltillo, Coahuila, CP. 25010",CAF UHF. Lomas del Bosque
Coahuila,Ramos Arizpe,Coahuila,CLIST000263,Consultorio de Atención Familiar,Ramos Arizpe,Primer Nivel,Convenio,25.5398,-100.952,Calle,General Charles,S/N,Colonia,Centro,25900,"Calle General Charles S/N, Colonia Centro, Ramos Arizpe, Coahuila, CP. 25900",CAF Ramos Arizpe
Coahuila,Parras,Coahuila,CLIST000082,Unidad de Medicina Familiar,Parras de la Fuente,Primer Nivel,Propia,25.444,-102.1747,Boulevard,Oscar Flores Tapia,S/N,Fraccionamiento,Estrella,27980,"Boulevard Oscar Flores Tapia S/N, Fraccionamiento Estrella, Parras, Coahuila, CP. 27980",UMF Parras de la Fuente
Coahuila,Saltillo,Coahuila,CLIST000106,Clínica de Medicina Familiar,Saltillo,Primer Nivel,Propia,25.4302,-101.0117,Calle,Francisco Murguia,S/N,Colonia,Centro,25000,"Calle Francisco Murguia S/N, Colonia Centro, Saltillo, Coahuila, CP. 25000",CMF Saltillo
Colima,Colima,Colima,CMIST000010,Clinica Hospital,"Dr. Miguel Trejo Ochoa, Colima",Segundo Nivel,Propia,19.2511,-103.7137,Calle,Ignacio Sandoval Esq. Con Antonio Caso,S/N,Colonia,Lomas De Circunvalación,28010,"Calle Ignacio Sandoval Esq. Con Antonio Caso S/N, Colonia Lomas De Circunvalación, Colima, Colima, CP. 28010","CH Dr. Miguel Trejo Ochoa, Colima"
Colima,Armería,Colima,CMIST000046,Consultorio de Atención Familiar,Armería,Primer Nivel,Convenio,18.9386,-103.9647,Calle,Jalisco,S/N,Colonia,Centro,28300,"Calle Jalisco S/N, Colonia Centro, Armería, Colima, CP. 28300",CAF Armería
Colima,Minatitlán,Colima,CMIST000051,Consultorio de Atención Familiar,Minatitlán,Primer Nivel,Convenio,19.3845,-104.0496,Calle,Corregidora,S/N,Colonia,Centro,28750,"Calle Corregidora S/N, Colonia Centro, Minatitlán, Colima, CP. 28750",CAF Minatitlán
Colima,Tecomán,Colima,CMIST000034,Unidad de Medicina Familiar,Tecomán,Primer Nivel,Propia,18.909,-103.8606,Calle,Antonio Barbosa Held Esq. Juan José Sevilla,S/N,Colonia,Estatuto Jurídico,28160,"Calle Antonio Barbosa Held Esq. Juan José Sevilla S/N, Colonia Estatuto Jurídico, Tecomán, Colima, CP. 28160",UMF Tecomán
Colima,Manzanillo,Colima,CMIST000022,Clinica Hospital,Manzanillo,Segundo Nivel,Propia,19.0892,-104.2947,Avenida,Parotas Esq. Col Rosa Morada,S/N,Colonia,Valle De Las Garzas,28219,"Avenida Parotas Esq. Col Rosa Morada S/N, Colonia Valle De Las Garzas, Manzanillo, Colima, CP. 28219",CH Manzanillo
Chiapas,Tuxtla Gutiérrez,Chiapas,CSIST000251,Hospital General,"Dr. Belisario Domínguez, Tuxtla Gutiérrez.",Segundo Nivel,Propia,16.7487,-93.0745,Calle,Libramiento Norte Oriente 49-A,S/N,Colonia,ISSSTE,29060,"Calle Libramiento Norte Oriente 49-A S/N, Colonia ISSSTE, Tuxtla Gutiérrez, Chiapas, CP. 29060","HG Dr. Belisario Domínguez, Tuxtla Gutiérrez."
Chiapas,Tapachula,Chiapas,CSIST000210,Clinica Hospital,"Dr. Roberto Nettel F., Tapachula",Segundo Nivel,Propia,14.8994,-92.2493,Avenida,Tuxtepec Y Oaxaca ,S/N,Fraccionamiento,Francisco Villa,30740,"Avenida Tuxtepec Y Oaxaca  S/N, Fraccionamiento Francisco Villa, Tapachula, Chiapas, CP. 30740","CH Dr. Roberto Nettel F., Tapachula"
Chiapas,Cacahoatán,Chiapas,CSIST000041,Unidad de Medicina Familiar,Cacahoatán,Primer Nivel,Propia,14.9958,-92.162,Calle,Novena Norte Y Prolongación Entre 17 Y 19 Oriente,S/N,Colonia,Belisario Dominguez,30890,"Calle Novena Norte Y Prolongación Entre 17 Y 19 Oriente S/N, Colonia Belisario Dominguez, Cacahoatán, Chiapas, CP. 30890",UMF Cacahoatán
Chiapas,Suchiate,Chiapas,CSIST000205,Unidad de Medicina Familiar,Cd. Hidalgo,Primer Nivel,Propia,14.678,-92.1494,Calle,Segunda Oriente,S/N,Colonia,Centro,30740,"Calle Segunda Oriente S/N, Colonia Centro, Suchiate, Chiapas, CP. 30740",UMF Cd. Hidalgo
Chiapas,Huixtla,Chiapas,CSIST000106,Unidad de Medicina Familiar,Huixtla,Primer Nivel,Propia,15.1339,-92.4607,Avenida,Miguel Alemán Sur,10,Colonia,Revolucionaria ,36640,"Avenida Miguel Alemán Sur 10, Colonia Revolucionaria , Huixtla, Chiapas, CP. 36640",UMF Huixtla
Chiapas,Mapastepec,Chiapas,CSIST000123,Unidad de Medicina Familiar,Mapastepec,Primer Nivel,Propia,15.4505,-92.8899,Calle,19 Poniente Segunda Avenida Norte Esquina,1012,Colonia,Malucal ,30560,"Calle 19 Poniente Segunda Avenida Norte Esquina 1012, Colonia Malucal , Mapastepec, Chiapas, CP. 30560",UMF Mapastepec
Chiapas,Motozintla,Chiapas,CSIST000135,Unidad de Medicina Familiar,Motozintla de Mendoza,Primer Nivel,Propia,15.3691,-92.2423,Calle,Octava Poniente,225,Colonia,Emiliano Zapata ,30900,"Calle Octava Poniente 225, Colonia Emiliano Zapata , Motozintla, Chiapas, CP. 30900",UMF Motozintla de Mendoza
Chiapas,Acapetahua,Chiapas,CSIST000012,Unidad de Medicina Familiar,Acapetahua,Primer Nivel,Propia,15.2795,-92.6906,Calle,Primera Norte Oriente,S/N,Barrio,Centro,30580,"Calle Primera Norte Oriente S/N, Barrio Centro, Acapetahua, Chiapas, CP. 30580",UMF Acapetahua
Chiapas,Pijijiapan,Chiapas,CSIST000403,Consultorio de Atención Familiar,Pijijiapan,Primer Nivel,Subrogada,15.6926,-93.2105,Calle,Miguel Alemán Sur,S/N,Colonia,Centro,30540,"Calle Miguel Alemán Sur S/N, Colonia Centro, Pijijiapan, Chiapas, CP. 30540",CAF Pijijiapan
Chiapas,San Cristóbal de las Casas,Chiapas,CSIST000193,Clinica Hospital,San Cristóbal de las Casas,Segundo Nivel,Propia,16.7256,-92.6466,Calle,José María Morelos,58,Barrio,Santa Martha,29277,"Calle José María Morelos 58, Barrio Santa Martha, San Cristóbal de las Casas, Chiapas, CP. 29277",CH San Cristóbal de las Casas
Chiapas,Ocosingo,Chiapas,CSIST000140,Unidad de Medicina Familiar,Ocosingo,Primer Nivel,Propia,16.9112,-92.0914,Calle,4Ta Oriente Norte ,2,Barrio,Santa Lucía,29950,"Calle 4Ta Oriente Norte  2, Barrio Santa Lucía, Ocosingo, Chiapas, CP. 29950",UMF Ocosingo
Chiapas,Yajalón,Chiapas,CSIST000275,Unidad de Medicina Familiar,Yajalón,Primer Nivel,Propia,17.1723,-92.3338,Calle,Primera Oriente Sur,141,Colonia,Centro,29930,"Calle Primera Oriente Sur 141, Colonia Centro, Yajalón, Chiapas, CP. 29930",UMF Yajalón
Chiapas,Salto de Agua,Chiapas,CSIST000181,Unidad de Medicina Familiar,Salto de Agua,Primer Nivel,Propia,17.5544,-92.3398,Calle,Vicente Guerrero ,S/N,Barrio,Centro,29900,"Calle Vicente Guerrero  S/N, Barrio Centro, Salto de Agua, Chiapas, CP. 29900",UMF Salto de Agua
Chiapas,Altamirano,Chiapas,CSIST000350,Consultorio de Atención Familiar,Altamirano,Primer Nivel,Subrogada,16.7285,-92.0408,Calle,20 de Noviembre,S/N,Barrio,Del Camino Altamirano,29950,"Calle 20 de Noviembre S/N, Barrio Del Camino Altamirano, Altamirano, Chiapas, CP. 29950",CAF Altamirano
Chiapas,Comitán de Domínguez,Chiapas,CSIST000065,Clinica Hospital,Comitán de Domínguez,Segundo Nivel,Propia,16.2312,-92.1363,Calle,de Abasolo,S/N,Colonia,Miguel Alemán,30090,"Calle de Abasolo S/N, Colonia Miguel Alemán, Comitán de Domínguez, Chiapas, CP. 30090",CH Comitán de Domínguez
Chiapas,Frontera Comalapa,Chiapas,CSIST000094,Unidad de Medicina Familiar,Frontera Comalapa,Primer Nivel,Propia,15.6626,-92.1427,Avenida,Tercera Poniente Norte,238,Colonia,Centro,30140,"Avenida Tercera Poniente Norte 238, Colonia Centro, Frontera Comalapa, Chiapas, CP. 30140",UMF Frontera Comalapa
Chiapas,Las Margaritas,Chiapas,CSIST000391,Unidad de Medicina Familiar,Las Margaritas,Primer Nivel,Propia,16.3116,-91.981,Calle,Quinta Sur Poniente,S/N,Colonia,Centro,30187,"Calle Quinta Sur Poniente S/N, Colonia Centro, Las Margaritas, Chiapas, CP. 30187",UMF Las Margaritas
Chiapas,Tuxtla Gutiérrez,Chiapas,CSIST000246,Clínica de Medicina Familiar,Tuxtla Gutiérrez,Primer Nivel,Propia,16.7498,-93.1304,Calle,Perif. Sur Pte,1515-B,Colonia,Penipak,29060,"Calle Perif. Sur Pte 1515-B, Colonia Penipak, Tuxtla Gutiérrez, Chiapas, CP. 29060",CMF Tuxtla Gutiérrez
Chiapas,Arriaga,Chiapas,CSIST000024,Unidad de Medicina Familiar,Arriaga,Primer Nivel,En Proceso de Regularización,16.2415,-93.8876,Calle, Avenida  24 Oriente,S/N,Colonia,Nueva Esperanza,30450,"Calle  Avenida  24 Oriente S/N, Colonia Nueva Esperanza, Arriaga, Chiapas, CP. 30450",UMF Arriaga
Chiapas,Bochil,Chiapas,CSIST000036,Unidad de Medicina Familiar,Bochil,Primer Nivel,Propia,16.9957,-92.887,Calle,Tercera Oriente Norte,S/N,Colonia,Centro,29777,"Calle Tercera Oriente Norte S/N, Colonia Centro, Bochil, Chiapas, CP. 29777",UMF Bochil
Chiapas,Cintalapa de Figueroa,Chiapas,CSIST000053,Unidad de Medicina Familiar,Cintalapa de Figueroa,Primer Nivel,Propia,16.6946,-93.7148,Avenida,Tercera Sur,S/N,Colonia,Santa Cecilia ,30400,"Avenida Tercera Sur S/N, Colonia Santa Cecilia , Cintalapa de Figueroa, Chiapas, CP. 30400",UMF Cintalapa de Figueroa
Chiapas,Copainalá,Chiapas,CSIST000070,Unidad de Medicina Familiar,Copainalá,Primer Nivel,Propia,17.0945,-93.2136,Calle,"Tecpatan,  ",S/N,Colonia,Centro,29620,"Calle Tecpatan,   S/N, Colonia Centro, Copainalá, Chiapas, CP. 29620",UMF Copainalá
Chiapas,Chiapa de Corzo,Chiapas,CSIST000082,Unidad de Medicina Familiar,Chiapa de Corzo,Primer Nivel,Propia,16.7003,-93.0095,Calle,12 de Agosto ,2,Barrio,Santa Elena,29160,"Calle 12 de Agosto  2, Barrio Santa Elena, Chiapa de Corzo, Chiapas, CP. 29160",UMF Chiapa de Corzo
Chiapas,Jiquipilas,Chiapas,CSIST000111,Unidad de Medicina Familiar,Jiquipilas,Primer Nivel,Propia,16.6616,-93.6426,Avenida,Central,S/N,Barrio,San Sebastián,30430,"Avenida Central S/N, Barrio San Sebastián, Jiquipilas, Chiapas, CP. 30430",UMF Jiquipilas
Chiapas,Ocozocoautla de Espinosa,Chiapas,CSIST000152,Unidad de Medicina Familiar,Ocozocoautla de Espinosa,Primer Nivel,Propia,16.7669,-93.3799,Avenida,Septima Norte-Poniente,S/N,Colonia,Cruz Blanca,29140,"Avenida Septima Norte-Poniente S/N, Colonia Cruz Blanca, Ocozocoautla de Espinosa, Chiapas, CP. 29140",UMF Ocozocoautla de Espinosa
Chiapas,Pichucalco,Chiapas,CSIST000176,Unidad de Medicina Familiar,Pichucalco,Primer Nivel,Propia,17.5138,-93.1185,Calle,Ponciano Rojas,S/N,Colonia,Centro,29520,"Calle Ponciano Rojas S/N, Colonia Centro, Pichucalco, Chiapas, CP. 29520",UMF Pichucalco
Chiapas,Tapilula,Chiapas,CSIST000222,Unidad de Medicina Familiar,Tapilula,Primer Nivel,Propia,17.2471,-93.0163,Calle,Central Sur ,S/N,Barrio,Nueva Linda Vista,29730,"Calle Central Sur  S/N, Barrio Nueva Linda Vista, Tapilula, Chiapas, CP. 29730",UMF Tapilula
Chiapas,Tonalá,Chiapas,CSIST000234,Unidad de Medicina Familiar,Tonalá,Primer Nivel,Propia,16.0814,-93.7661,Carretera,A Tonalá-Paredón 12,S/N,Barrio,Carretera,30500,"Carretera A Tonalá-Paredón 12 S/N, Barrio Carretera, Tonalá, Chiapas, CP. 30500",UMF Tonalá
Chiapas,Venustiano Carranza,Chiapas,CSIST000304,Consultorio de Atención Familiar,Venustiano Carranza,Primer Nivel,Subrogada,16.3393,-92.563,Calle,Primera Norte,21 P/A,Colonia,Centro,30500,"Calle Primera Norte 21 P/A, Colonia Centro, Venustiano Carranza, Chiapas, CP. 30500",CAF Venustiano Carranza
Chiapas,Villaflores,Chiapas,CSIST000263,Unidad de Medicina Familiar,Villa Flores,Primer Nivel,Propia,16.2425,-93.2722,Calle,"Central,",S/N,Colonia,Centro,30470,"Calle Central, S/N, Colonia Centro, Villaflores, Chiapas, CP. 30470",UMF Villa Flores
Chiapas,Tuxtla Gutiérrez,Chiapas,CSIST000432,Consultorio Médico en Centro de Trabajo,Palacio Federal,Primer Nivel,Convenio,16.7538,-93.1151,Calle,Primera Norte Y Primera Oriente,S/N,Colonia,Centro,29000,"Calle Primera Norte Y Primera Oriente S/N, Colonia Centro, Tuxtla Gutiérrez, Chiapas, CP. 29000",CMCT Palacio Federal
Chiapas,Tuxtla Gutiérrez,Chiapas,CSIST000444,Consultorio Médico en Centro de Trabajo,SAGARPA,Primer Nivel,Convenio,16.762,-93.1482,Carretera,Chicoasen,S/N,Colonia,Inhabilitado,29000,"Carretera Chicoasen S/N, Colonia Inhabilitado, Tuxtla Gutiérrez, Chiapas, CP. 29000",CMCT SAGARPA
Chiapas,Tuxtla Gutiérrez,Chiapas,CSIST000456,Consultorio Médico en Centro de Trabajo,Sedesol,Primer Nivel,Convenio,16.7543,-93.12,Calle,Central Oriente,11228,Colonia,Centro,29047,"Calle Central Oriente 11228, Colonia Centro, Tuxtla Gutiérrez, Chiapas, CP. 29047",CMCT Sedesol
Chiapas,Tuxtla Gutiérrez,Chiapas,CSIST000461,Consultorio Médico en Centro de Trabajo,SECH,Primer Nivel,Convenio,16.7391,-93.0931,Calle,Central Oriente,11228,Colonia,Centro,29047,"Calle Central Oriente 11228, Colonia Centro, Tuxtla Gutiérrez, Chiapas, CP. 29047",CMCT SECH
Chiapas,Reforma,Chiapas,CSIST000321,Consultorio de Atención Familiar,Reforma,Primer Nivel,Subrogada,17.8527,-93.1581,Calle,de La Reforma,S/N,Colonia,Centro,29500,"Calle de La Reforma S/N, Colonia Centro, Reforma, Chiapas, CP. 29500",CAF Reforma
Chiapas,Tuxtla Gutiérrez,Chiapas,CSIST000473,Consultorio de Atención Familiar,UH. FOVISSSTE Paraíso,Primer Nivel,Convenio,16.7714,-93.1203,Calle,Andador  Vía Lactea,S/N,Colonia,Unidad Habitacional FOVISSSTE  Paraíso II,29039,"Calle Andador  Vía Lactea S/N, Colonia Unidad Habitacional FOVISSSTE  Paraíso II, Tuxtla Gutiérrez, Chiapas, CP. 29039",CAF UH. FOVISSSTE Paraíso
Chiapas,Simojovel,Chiapas,CSIST000420,Consultorio de Atención Familiar,Simojovel,Primer Nivel,Convenio,17.1428,-92.7147,Calle,Emiliano Zapata,S/N,Barrio,La Represa,29820,"Calle Emiliano Zapata S/N, Barrio La Represa, Simojovel, Chiapas, CP. 29820",CAF Simojovel
Chiapas,Berriozábal,Chiapas,CSIST000362,Consultorio de Atención Familiar,Berriozábal,Primer Nivel,Convenio,16.793,-93.277,Calle,Central Oriente,S/N,Colonia,Centro,29130,"Calle Central Oriente S/N, Colonia Centro, Berriozábal, Chiapas, CP. 29130",CAF Berriozábal
Chiapas,Villa Corzo,Chiapas,CSIST000490,Consultorio de Atención Familiar,Villa Corzo,Primer Nivel,Convenio,16.1889,-93.2632,Calle,Lienzo Charro,S/N,Colonia,Barrio,30520,"Calle Lienzo Charro S/N, Colonia Barrio, Villa Corzo, Chiapas, CP. 30520",CAF Villa Corzo
Chiapas,Palenque,Chiapas,CSIST000514,Clinica Hospital,Palenque ,Segundo Nivel,Propia,17.5358,-91.9929,Carretera,Palenque- Pakal-Ná,S/N,Colonia,Pakal-Na,29960,"Carretera Palenque- Pakal-Ná S/N, Colonia Pakal-Na, Palenque, Chiapas, CP. 29960",CH Palenque 
Chihuahua,Chihuahua,Chihuahua,CHIST000030,Hospital General,"Presidente Gral. Lázaro Cárdenas, Chihuahua",Segundo Nivel,Propia,28.66,-106.0964,Avenida,Americas ,S/N,Colonia,Angel Trias ,31203,"Avenida Americas  S/N, Colonia Angel Trias , Chihuahua, Chihuahua, CP. 31203","HG Presidente Gral. Lázaro Cárdenas, Chihuahua"
Chihuahua,Dr. Belisario Domínguez,Chihuahua,CHIST000310,Consultorio de Atención Familiar,Dr. Belisario Domínguez,Primer Nivel,Subrogada,28.1552,-106.477,Calle,Puesto Periferico Cerrado ,S/N,Colonia,Belisario Domínguez,33140,"Calle Puesto Periferico Cerrado  S/N, Colonia Belisario Domínguez, Dr. Belisario Domínguez, Chihuahua, CP. 33140",CAF Dr. Belisario Domínguez
Chihuahua,Aldama,Chihuahua,CHIST000182,Consultorio de Atención Familiar,Villa Aldama,Primer Nivel,Convenio,28.8424,-105.912,Calle,11,S/N,Colonia,Centro,32900,"Calle 11 S/N, Colonia Centro, Aldama, Chihuahua, CP. 32900",CAF Villa Aldama
Chihuahua,Ojinaga,Chihuahua,CHIST000153,Unidad de Medicina Familiar,Ojinaga,Primer Nivel,Propia,29.5601,-104.4034,Calle,Internacional,S/N,Fraccionamiento,Progreso,32882,"Calle Internacional S/N, Fraccionamiento Progreso, Ojinaga, Chihuahua, CP. 32882",UMF Ojinaga
Chihuahua,Juárez,Chihuahua,CHIST000112,Hospital General,Cd. Juárez,Segundo Nivel,Propia,31.7429,-106.4484,Calle,Reyes Estrada ,S/N,Colonia,La Plata,32315,"Calle Reyes Estrada  S/N, Colonia La Plata, Juárez, Chihuahua, CP. 32315",HG Cd. Juárez
Chihuahua,Delicias,Chihuahua,CHIST000515,Clinica Hospital,Cd. Delicias,Segundo Nivel,Propia,28.1563,-105.4466,Avenida,Las Moras,S/N,Colonia,Altavista,33066,"Avenida Las Moras S/N, Colonia Altavista, Delicias, Chihuahua, CP. 33066",CH Cd. Delicias
Chihuahua,Hidalgo del Parral,Chihuahua,CHIST000095,Clinica Hospital,Hidalgo del Parral,Segundo Nivel,Propia,26.9222,-105.666,Calle,Francisco Miranda,S/N,Colonia,Centro,33800,"Calle Francisco Miranda S/N, Colonia Centro, Hidalgo del Parral, Chihuahua, CP. 33800",CH Hidalgo del Parral
Chihuahua,Balleza,Chihuahua,CHIST000223,Consultorio de Atención Familiar,Balleza,Primer Nivel,Subrogada,26.9533,-106.349,Calle,Adolfo Ruiz ,S/N,Colonia,Raul Fernandez,33560,"Calle Adolfo Ruiz  S/N, Colonia Raul Fernandez, Balleza, Chihuahua, CP. 33560",CAF Balleza
Chihuahua,Guadalupe y Calvo,Chihuahua,CHIST000334,Consultorio de Atención Familiar,Guadalupe y Calvo,Primer Nivel,Convenio,26.0871,-106.962,Avenida,Presa de las Virgines,S/N,Colonia,Santo Niño,33470,"Avenida Presa de las Virgines S/N, Colonia Santo Niño, Guadalupe y Calvo, Chihuahua, CP. 33470",CAF Guadalupe y Calvo
Chihuahua,Guachochi,Chihuahua,CHIST000066,Unidad de Medicina Familiar,Guachochi,Primer Nivel,Propia,26.8171,-107.0725,Calle,Pascual Orozco,S/N,Colonia,Centro,33180,"Calle Pascual Orozco S/N, Colonia Centro, Guachochi, Chihuahua, CP. 33180",UMF Guachochi
Chihuahua,San Francisco del Oro,Chihuahua,CHIST000450,Consultorio de Atención Familiar,San Francisco del Oro,Primer Nivel,Subrogada,26.8632,-105.851,Calle,Zacatecas,S/N,Colonia,Zacatecas,33500,"Calle Zacatecas S/N, Colonia Zacatecas, San Francisco del Oro, Chihuahua, CP. 33500",CAF San Francisco del Oro
Chihuahua,Santa Bárbara,Chihuahua,CHIST000462,Consultorio de Atención Familiar,Santa Bárbara,Primer Nivel,Subrogada,26.8001,-105.817,Calle,Ricardo Flores Magón,S/N,Colonia,Centro,33580,"Calle Ricardo Flores Magón S/N, Colonia Centro, Santa Bárbara, Chihuahua, CP. 33580",CAF Santa Bárbara
Chihuahua,Allende,Chihuahua,CHIST000194,Consultorio de Atención Familiar,Valle de Allende,Primer Nivel,Subrogada,26.9313,-105.395,Calle,5 de Mayo,S/N,Colonia,Centro,33920,"Calle 5 de Mayo S/N, Colonia Centro, Allende, Chihuahua, CP. 33920",CAF Valle de Allende
Chihuahua,Valle de Zaragoza,Chihuahua,CHIST000491,Consultorio de Atención Familiar,Valle de Zaragoza,Primer Nivel,Subrogada,27.4498,-105.8087,Calle,Nicolás Bravo,S/N,Colonia,Centro,33650,"Calle Nicolás Bravo S/N, Colonia Centro, Valle de Zaragoza, Chihuahua, CP. 33650",CAF Valle de Zaragoza
Chihuahua,Matamoros,Chihuahua,CHIST000136,Unidad de Medicina Familiar,Villa Matamoros,Primer Nivel,Propia,26.7617,-105.587,Calle,Guillermo Prieto Luján,S/N,Colonia,Centro,27440,"Calle Guillermo Prieto Luján S/N, Colonia Centro, Matamoros, Chihuahua, CP. 27440",UMF Villa Matamoros
Chihuahua,Jiménez,Chihuahua,CHIST000100,Unidad de Medicina Familiar,Cd. Jiménez,Primer Nivel,Propia,27.1348,-104.9126,Calle,Sor Juana Ines de la Cruz,S/N,Colonia,Centro,33983,"Calle Sor Juana Ines de la Cruz S/N, Colonia Centro, Jiménez, Chihuahua, CP. 33983",UMF Cd. Jiménez
Chihuahua,Cuauhtémoc,Chihuahua,CHIST000025,Clinica Hospital,Cd. Cuauhtémoc,Segundo Nivel,Propia,28.4156,-106.8415,Calle,Nogales,S/N,Colonia,Burocratas,31560,"Calle Nogales S/N, Colonia Burocratas, Cuauhtémoc, Chihuahua, CP. 31560",CH Cd. Cuauhtémoc
Chihuahua,Urique,Chihuahua,CHIST000474,Consultorio de Atención Familiar,Bahuichivo,Primer Nivel,Subrogada,27.4103,-108.067,Calle,Domicilio Conocido,S/N,Colonia,Centro,31000,"Calle Domicilio Conocido S/N, Colonia Centro, Urique, Chihuahua, CP. 31000",CAF Bahuichivo
Chihuahua,Namiquipa,Chihuahua,CHIST000404,Consultorio de Atención Familiar,El Terrero,Primer Nivel,Subrogada,29.1839,-107.3891,Calle,Morelos 107 00 Col. El Terrero,S/N,Colonia,El Terrero,31960,"Calle Morelos 107 00 Col. El Terrero S/N, Colonia El Terrero, Namiquipa, Chihuahua, CP. 31960",CAF El Terrero
